run_name,question_id,question,expected_source,relevant_chunk_ids,retrieved_chunk_ids,retrieved_scores,latency_ms,reciprocal_rank,aggregate_mrr,recall_at_1,hit_at_1,ndcg_at_1,aggregate_recall_at_1,aggregate_hit_rate_at_1,aggregate_ndcg_at_1,recall_at_3,hit_at_3,ndcg_at_3,aggregate_recall_at_3,aggregate_hit_rate_at_3,aggregate_ndcg_at_3,recall_at_5,hit_at_5,ndcg_at_5,aggregate_recall_at_5,aggregate_hit_rate_at_5,aggregate_ndcg_at_5
hybrid_rrf_cross_encoder,sqa-22853a3ab950cd44,What does FastAPI read from the request body when you declare a Python type?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""13ef7f2b-1f00-5309-bd90-b6e3e44bfab2"",""155b2949-7971-596e-9884-bf9670585371"",""599b482a-07e9-5fe2-9dff-bd6b2266815f"",""e1fc917b-9df3-5c3f-9efe-3e64e59ea1f6"",""383f44b8-6656-5cac-83dd-8a080d8136ad""]","[5.463677406311035,5.373469352722168,4.568362712860107,4.139994144439697,3.6319377422332764]",13710.58853098657,0.0,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-9214bfc1978670e0,What happens if the submitted data is invalid?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335"",""1b9409ba-8c9b-58e3-8c60-5e7cef4b078d"",""740d8ee2-e19c-5d78-98c6-31f8dac39afc"",""62e130d4-4444-5ddc-976d-1f0df6a82670"",""560c96db-fdf3-584d-9c59-6d982afdd66e""]","[3.935983180999756,0.1644546091556549,-2.1550652980804443,-2.2872507572174072,-3.7230284214019775]",3294.5018140017055,1.0,0.6888888888888889,1.0,1.0,1.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-bd90c5a97e0740e5,What schemas are generated for your model and where can you use them?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""ee148e49-27f1-50bb-9cd4-1a3263497bc1"",""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335"",""7890a970-7397-54bd-9b74-1eb6382373b3"",""580289f2-16e0-55de-985e-e56614722357"",""f5e032f2-4362-5793-a19e-2eee4c5b523c""]","[6.043180465698242,4.678422927856445,2.470956802368164,0.8509870767593384,0.7674180269241333]",3288.034280005377,0.5,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,0.6309297535714575,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,0.6309297535714575,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-8111f18ad4679ac4,"Which nested field key is used in the HTTP, Python, TypeScript, Rust, and Java examples to specify the sightseeing condition?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""7e9e7236-ca01-5866-8733-4673a8333d42"",""7fa20fa6-bb3b-5f2a-833b-662137689ec1"",""19c1767f-1ff3-522b-8183-2c5b2a5523b2"",""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255"",""c2a5b047-04d6-5e57-9e0b-584f785701cd""]","[3.1934823989868164,3.077592372894287,1.3955161571502686,1.2134212255477905,0.9220201969146729]",6220.435358001851,0.25,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,0.43067655807339306,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-e27ab4d10e8d4e5f,"In the Go client initialization, what host and port are configured?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""c84dd39b-5f58-5707-a526-97c5e6f7e978"",""535f0d59-bf72-544b-b3f4-13ead96fa740"",""fc659af8-0bac-5182-8be1-2ca7892ccbd5"",""3493af72-a145-542f-9ef1-3270c4e20878"",""db5f44fb-2e4b-5cd8-a4c6-b39fe4c9df80""]","[2.6583781242370605,1.0152525901794434,0.8861289024353027,-0.019025232642889023,-0.3712086081504822]",7826.69616502244,0.0,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-54a24f6e54a73e24,What HTTP endpoint is shown for scrolling points in a collection?,qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""5555f152-9a93-5f65-8d49-d74c1ba2fb08"",""c75ad278-dcc7-5344-adab-561ad7332a2e"",""8c9b1887-ef96-5c34-b8bd-7e6d0b12e98c"",""7ff8bf2b-05ff-5b50-9404-6a8a27b38124"",""b74aea2b-2c48-5227-9472-d3b645d83e7e""]","[3.362248659133911,3.3534929752349854,2.595717430114746,2.2250046730041504,0.3905484974384308]",3324.9588949838653,0.0,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-2312659ece1beeb0,Name two advantages of using UploadFile over bytes.,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""4b8a61d0-9727-5b59-8752-8394e1b5fa19"",""fed849b2-9c59-5da7-be70-e8e4df8c046f"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""122cea44-99a6-5c21-8b59-8958588d48dd""]","[5.131678581237793,-1.0845191478729248,-1.4388329982757568,-1.6048145294189453,-3.654707193374634]",5296.468307031319,1.0,0.6888888888888889,1.0,1.0,1.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-8f550fc0f0c97fdf,What happens to a file once its in-memory size limit is exceeded when using UploadFile?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""4ad555fc-b3cb-515c-af11-bdfe8aee7389"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""694f4dbe-82fb-5c5b-879a-f0a021962ee2"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d""]","[0.8445117473602295,-2.822885513305664,-3.904104709625244,-3.9531116485595703,-5.5709733963012695]",5071.101358043961,1.0,0.6888888888888889,1.0,1.0,1.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-6de296cda91f5dc6,What kind of interface does UploadFile expose?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""122cea44-99a6-5c21-8b59-8958588d48dd"",""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""f7b110c9-1027-52d4-b3bd-ed20f8b76190""]","[1.4248563051223755,1.1017402410507202,-0.3540002107620239,-0.516878068447113,-1.3914623260498047]",3678.107264044229,0.5,0.6888888888888889,0.0,0.0,0.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,0.6309297535714575,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,0.6309297535714575,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-220fbcfa80439038,What Python object does UploadFile expose that can be passed to libraries expecting a file-like object?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""f7b110c9-1027-52d4-b3bd-ed20f8b76190"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""122cea44-99a6-5c21-8b59-8958588d48dd""]","[6.289060592651367,4.004143714904785,0.5229870080947876,0.125244140625,-1.0977791547775269]",5054.87092002295,1.0,0.6888888888888889,1.0,1.0,1.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
hybrid_rrf_cross_encoder,sqa-7f4b9c901bcac8d2,What file format does MLflow use for saving models from a variety of tools?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""bfd25439-477b-51c7-a2a0-cc786bf90af2"",""e8fbb621-b6b5-514d-afa7-86dad192161d"",""05701a59-154f-5880-8ad6-03c5b868a610"",""340a7a12-017b-5c84-9e42-26cdfb3c730b""]","[8.238073348999023,8.022964477539062,6.7993388175964355,6.393243789672852,5.6402177810668945]",5579.162125010043,1.0,0.6888888888888889,1.0,1.0,1.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6899430673015925,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.7282254280192273
