run_name,question_id,question,expected_source,relevant_chunk_ids,retrieved_chunk_ids,retrieved_scores,latency_ms,reciprocal_rank,aggregate_mrr,recall_at_1,hit_at_1,ndcg_at_1,aggregate_recall_at_1,aggregate_hit_rate_at_1,aggregate_ndcg_at_1,recall_at_3,hit_at_3,ndcg_at_3,aggregate_recall_at_3,aggregate_hit_rate_at_3,aggregate_ndcg_at_3,recall_at_5,hit_at_5,ndcg_at_5,aggregate_recall_at_5,aggregate_hit_rate_at_5,aggregate_ndcg_at_5
final_reranked,sqa-22853a3ab950cd44,What does FastAPI read from the request body when you declare a Python type?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""13ef7f2b-1f00-5309-bd90-b6e3e44bfab2"",""155b2949-7971-596e-9884-bf9670585371"",""599b482a-07e9-5fe2-9dff-bd6b2266815f"",""e1fc917b-9df3-5c3f-9efe-3e64e59ea1f6"",""383f44b8-6656-5cac-83dd-8a080d8136ad""]","[5.463677406311035,5.373469352722168,4.568362712860107,4.139994144439697,3.6319377422332764]",13360.591528995428,0.0,0.6473333333333333,0.0,0.0,0.0,0.54,0.54,0.54,0.0,0.0,0.0,0.7,0.72,0.6418430423562295,0.0,0.0,0.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-8111f18ad4679ac4,"Which nested field key is used in the HTTP, Python, TypeScript, Rust, and Java examples to specify the sightseeing condition?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""7e9e7236-ca01-5866-8733-4673a8333d42"",""7fa20fa6-bb3b-5f2a-833b-662137689ec1"",""19c1767f-1ff3-522b-8183-2c5b2a5523b2"",""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255"",""c2a5b047-04d6-5e57-9e0b-584f785701cd""]","[3.1934823989868164,3.077592372894287,1.3955161571502686,1.2134212255477905,0.9220201969146729]",5040.426419000141,0.25,0.6473333333333333,0.0,0.0,0.0,0.54,0.54,0.54,0.0,0.0,0.0,0.7,0.72,0.6418430423562295,1.0,1.0,0.43067655807339306,0.81,0.82,0.6893155855982436
final_reranked,sqa-54a24f6e54a73e24,What HTTP endpoint is shown for scrolling points in a collection?,qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""5555f152-9a93-5f65-8d49-d74c1ba2fb08"",""c75ad278-dcc7-5344-adab-561ad7332a2e"",""8c9b1887-ef96-5c34-b8bd-7e6d0b12e98c"",""7ff8bf2b-05ff-5b50-9404-6a8a27b38124"",""b74aea2b-2c48-5227-9472-d3b645d83e7e""]","[3.362248659133911,3.3534929752349854,2.595717430114746,2.2250046730041504,0.3905484974384308]",2648.965150990989,0.0,0.6473333333333333,0.0,0.0,0.0,0.54,0.54,0.54,0.0,0.0,0.0,0.7,0.72,0.6418430423562295,0.0,0.0,0.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-2312659ece1beeb0,Name two advantages of using UploadFile over bytes.,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""4b8a61d0-9727-5b59-8752-8394e1b5fa19"",""fed849b2-9c59-5da7-be70-e8e4df8c046f"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""122cea44-99a6-5c21-8b59-8958588d48dd""]","[5.131678581237793,-1.0845191478729248,-1.4388329982757568,-1.6048145294189453,-3.654707193374634]",3838.5717619676143,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-8f550fc0f0c97fdf,What happens to a file once its in-memory size limit is exceeded when using UploadFile?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""4ad555fc-b3cb-515c-af11-bdfe8aee7389"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""694f4dbe-82fb-5c5b-879a-f0a021962ee2"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d""]","[0.8445117473602295,-2.822885513305664,-3.904104709625244,-3.9531116485595703,-5.5709733963012695]",4909.496186010074,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-220fbcfa80439038,What Python object does UploadFile expose that can be passed to libraries expecting a file-like object?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""f7b110c9-1027-52d4-b3bd-ed20f8b76190"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""122cea44-99a6-5c21-8b59-8958588d48dd""]","[6.289060592651367,4.004143714904785,0.5229870080947876,0.125244140625,-1.0977791547775269]",4685.169341042638,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-7f4b9c901bcac8d2,What file format does MLflow use for saving models from a variety of tools?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""bfd25439-477b-51c7-a2a0-cc786bf90af2"",""e8fbb621-b6b5-514d-afa7-86dad192161d"",""05701a59-154f-5880-8ad6-03c5b868a610"",""340a7a12-017b-5c84-9e42-26cdfb3c730b""]","[8.238073348999023,8.022964477539062,6.7993388175964355,6.393243789672852,5.6402177810668945]",5741.186225030106,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-806e7d79beff73b8,Which MLflow flavor can log scikit-learn models as artifacts for serving?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""b99ec21b-03fa-5b59-b38f-a660312b281b"",""0059cb42-7790-5a9a-a5e5-bc3f0d2acbf6"",""d9abccc5-476d-55da-8563-74e8bd06d59a"",""8793a7a9-7a3c-5156-96bc-0865d968fe11""]","[6.769391059875488,6.763713836669922,5.841147422790527,4.2531633377075195,4.2040486335754395]",4243.268262012862,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
final_reranked,sqa-43e609692540e39f,What is the exact MLflow command to serve a model located at runs:/<RUN_ID>/model?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""218b080d-67c5-5a10-b251-e9367028cdc9"",""3e359e76-43f1-5f9d-bf88-29f5d9079fba"",""4816bc2e-ac37-5cc4-ad2b-897b09bdd7fa"",""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""758e32db-c55b-5f14-bef6-a205b10c9b64""]","[5.116191864013672,4.450728416442871,4.334171295166016,4.260219573974609,4.23281192779541]",6035.048230027314,0.25,0.6473333333333333,0.0,0.0,0.0,0.54,0.54,0.54,0.0,0.0,0.0,0.7,0.72,0.6418430423562295,1.0,1.0,0.43067655807339306,0.81,0.82,0.6893155855982436
final_reranked,sqa-fe6afefa50c92384,What does an MLmodel file declare about each model to enable serving it as a Python function?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""ce08fa6e-2a0d-5941-a768-721f1d318900"",""05701a59-154f-5880-8ad6-03c5b868a610"",""ecf09611-c5f3-557e-8e79-fea8f479b1f6"",""dbe09aa4-6925-52d2-a65f-abac53855a8a""]","[6.590570449829102,2.781949281692505,2.6642093658447266,2.269674062728882,2.0428688526153564]",7669.2349429940805,1.0,0.6473333333333333,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,0.7,0.72,0.6418430423562295,1.0,1.0,1.0,0.81,0.82,0.6893155855982436
