run_name,question_id,question,expected_source,relevant_chunk_ids,retrieved_chunk_ids,retrieved_scores,latency_ms,reciprocal_rank,aggregate_mrr,recall_at_1,hit_at_1,ndcg_at_1,aggregate_recall_at_1,aggregate_hit_rate_at_1,aggregate_ndcg_at_1,recall_at_3,hit_at_3,ndcg_at_3,aggregate_recall_at_3,aggregate_hit_rate_at_3,aggregate_ndcg_at_3,recall_at_5,hit_at_5,ndcg_at_5,aggregate_recall_at_5,aggregate_hit_rate_at_5,aggregate_ndcg_at_5,recall_at_10,hit_at_10,ndcg_at_10,aggregate_recall_at_10,aggregate_hit_rate_at_10,aggregate_ndcg_at_10
bm25_baseline,sqa-22853a3ab950cd44,What does FastAPI read from the request body when you declare a Python type?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""c4cb1afc-6ac5-5604-afad-ec0787949717"",""13ef7f2b-1f00-5309-bd90-b6e3e44bfab2"",""5f40b17f-c30f-55a7-bee3-0e8cafd40476"",""e1fc917b-9df3-5c3f-9efe-3e64e59ea1f6"",""2c53b7cd-2251-5310-b53d-7f9e40015e8b"",""66668676-7d9d-5a33-8e89-f70c52c3732b"",""8adf0188-dba4-53da-a697-0a6b793833dd"",""05aecfc3-18c2-5e28-8b74-1c3da37b0747"",""92600bf2-1ae3-5e18-932b-8e59ce679331"",""599b482a-07e9-5fe2-9dff-bd6b2266815f""]","[31.514569346809957,29.80257483015716,28.162016194126867,27.64127925563769,27.18290916987057,26.779995257685556,26.76492672901012,26.529585678712568,26.456489098570586,26.086315993865387]",77.71413604496047,0.0,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,0.0,0.0,0.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-9214bfc1978670e0,What happens if the submitted data is invalid?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""88fa752a-f2cb-5205-882b-2698c841a99d"",""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335"",""a845588b-330a-5a0d-bb24-631291b375c8"",""1b9409ba-8c9b-58e3-8c60-5e7cef4b078d"",""4714b175-e682-5899-ad5e-c66d34f54486"",""560c96db-fdf3-584d-9c59-6d982afdd66e"",""06c6bf86-ac57-50ca-8f87-bc4b46cd76bc"",""f6b40d34-05a3-5ce5-879b-b3fa437e7e5d"",""8dfabf10-de2c-59ef-989b-08f4bc9bff8c"",""957e9893-304f-5e56-ab3e-d06a3ccda2a6""]","[17.01620942527823,16.961806587169903,16.633879809660815,16.304285046698265,15.983022231539577,15.969500855832537,15.160660150536003,14.933174794181266,14.71878738761179,14.540630752137664]",49.20404095901176,0.5,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,0.6309297535714575,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,0.6309297535714575,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,0.6309297535714575,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-bd90c5a97e0740e5,What schemas are generated for your model and where can you use them?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335"",""7890a970-7397-54bd-9b74-1eb6382373b3"",""0cb137f7-354d-5444-9801-271ccef3872d"",""580289f2-16e0-55de-985e-e56614722357"",""ee148e49-27f1-50bb-9cd4-1a3263497bc1"",""f743ed5d-7586-51ce-b605-76f29780294f"",""23f71e8b-5e03-5953-adc4-861ed3d5bc12"",""48ff94e8-118e-5daa-80a7-09de8760f6f5"",""6e1e7f64-7f96-5214-ab72-bc09d687f370"",""7a64d944-c326-5660-a586-63c4e4cc42df""]","[21.756888518298407,17.596527397372064,16.913003986541412,16.69275086414642,16.520366714547453,16.43959901655902,15.33970134618856,15.077521216152387,14.830035561466062,14.636085068651422]",69.7032610187307,1.0,0.6188888888888889,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-8111f18ad4679ac4,"Which nested field key is used in the HTTP, Python, TypeScript, Rust, and Java examples to specify the sightseeing condition?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""411f6fed-1a9c-5665-b00d-7394b430c0ca"",""7fa20fa6-bb3b-5f2a-833b-662137689ec1"",""499dbeb0-8037-5f8f-ba32-c3ba8fbf5c94"",""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255"",""19c1767f-1ff3-522b-8183-2c5b2a5523b2"",""4b6bb16f-7332-5928-9ee9-5a8540e9512c"",""795394f8-df4d-5328-8d88-78039822a7f1"",""7e9e7236-ca01-5866-8733-4673a8333d42"",""0335d15d-860c-5117-91cf-b896cb0c6776"",""22563e60-daa2-562e-adb3-6b4d142db01f""]","[37.997945275582566,35.01939123503313,34.88381236468254,34.12201133763669,34.10946726944961,33.416576978070616,33.164281765269976,32.44983246540891,30.708916654681257,30.551330274637095]",109.75808202056214,0.25,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,0.43067655807339306,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,0.43067655807339306,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-e27ab4d10e8d4e5f,"In the Go client initialization, what host and port are configured?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""5f5a8621-ab9c-57c3-ac09-beb61e37b2ff"",""c84dd39b-5f58-5707-a526-97c5e6f7e978"",""fc659af8-0bac-5182-8be1-2ca7892ccbd5"",""535f0d59-bf72-544b-b3f4-13ead96fa740"",""cbce62ce-e7bb-5f9a-ad07-00f62c079986"",""3441b0b6-6ff5-5b69-801a-50ab4f173f4b"",""223086ef-13e8-59df-bd8f-b63087a62193"",""9a0bd9e7-4c4c-5c01-8b59-b7e3ba837c34"",""3493af72-a145-542f-9ef1-3270c4e20878"",""a94248b6-596a-560f-b0b5-c805674c1cae""]","[23.16139030277816,22.699850658297006,20.743042727764998,19.269182201358152,19.10921592227741,19.05563757182543,18.88452252687206,18.852332824582643,18.529413506007216,18.47697094872257]",60.57227496057749,0.0,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,0.0,0.0,0.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-54a24f6e54a73e24,What HTTP endpoint is shown for scrolling points in a collection?,qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""8c9b1887-ef96-5c34-b8bd-7e6d0b12e98c"",""fb14cabd-52d6-5ae8-8716-c706c5ca2353"",""ddcdadfd-ad0e-5cbe-b42b-f58de32d8aac"",""c72bc2ac-0745-5119-96df-a5802d9fc7f2"",""5fb533a6-31f8-5176-8165-cedd1b31ec87"",""0fa6be00-57b0-55f3-819c-d938923e712d"",""a467348d-83c8-5f22-a5dc-b747b55852b5"",""dd53b56a-72c6-5f25-a750-7ced1e430245"",""08854892-758b-52d6-a1a2-15e5efc7f0cf"",""6a8bac32-1dac-5130-a4c1-c0cee2235b7f""]","[21.638661551324674,16.81387451593703,15.974215710159934,14.884525181489717,14.556530671949396,14.512777256911711,14.381001970822066,14.113759220453401,13.98555173106168,13.355214947443569]",64.44268301129341,0.0,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,0.0,0.0,0.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,0.0,0.0,0.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-2312659ece1beeb0,Name two advantages of using UploadFile over bytes.,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""3116313a-8dec-515e-aa1d-a35bd1565231"",""614533a6-0f83-5906-8314-6b4f6b0fb05e"",""185355c1-193b-5f69-aa76-5b40b18708ed"",""122cea44-99a6-5c21-8b59-8958588d48dd"",""4b8a61d0-9727-5b59-8752-8394e1b5fa19"",""d2f8f689-09c3-5851-8ab9-942b4a8fb4fc"",""c331df7d-496a-579f-8ab3-3341624a50b5"",""5e87f58c-b8ab-5217-9f53-b3bedea8d639"",""fed849b2-9c59-5da7-be70-e8e4df8c046f""]","[22.930340774727647,19.774903115869314,19.248356676283358,18.012786293256465,17.78558488642484,17.67673485915885,17.561236039891707,16.948244634340206,16.797915615309314,16.74316767202698]",47.712830011732876,1.0,0.6188888888888889,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-8f550fc0f0c97fdf,What happens to a file once its in-memory size limit is exceeded when using UploadFile?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""64a5efd5-f239-52f7-8f45-3499bb80353b"",""51942adb-7c2c-5053-a107-86b6fc80b278"",""512b3487-1ba0-56bc-92df-dfd20e7f6243"",""24d066c9-6a5e-5589-abce-75cd279a5c86"",""ecdb64c6-51d2-53e4-8f91-8b28ca5d4bc1"",""c88cc0ba-1dae-52f4-a8d8-71aaba58d713"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""5e37e922-7da9-51d3-b7e3-6c3cd58623c9""]","[30.096522370520237,24.591265577483718,22.992022496611654,22.856398434616594,22.856398434616594,21.904280235326492,21.48725675675993,20.929877393058717,20.816031218232844,20.107888017172748]",102.38761699292809,1.0,0.6188888888888889,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-6de296cda91f5dc6,What kind of interface does UploadFile expose?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""122cea44-99a6-5c21-8b59-8958588d48dd"",""13b7773d-2090-5219-8877-ba7558da57ac"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""35f02885-8e6d-52ac-ae02-b80360ca5c1c"",""3116313a-8dec-515e-aa1d-a35bd1565231"",""f7b110c9-1027-52d4-b3bd-ed20f8b76190"",""614533a6-0f83-5906-8314-6b4f6b0fb05e"",""185355c1-193b-5f69-aa76-5b40b18708ed"",""d2f8f689-09c3-5851-8ab9-942b4a8fb4fc"",""13b4e596-0d9b-5968-b0a0-4a10b6b24898""]","[15.632114475785166,13.90065793804934,13.342980584710084,12.315000365812192,12.187706165691287,11.93647409100558,11.926072556922438,11.885641841404368,11.66382965924609,11.305162472131471]",42.059345985762775,0.5,0.6188888888888889,0.0,0.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,0.6309297535714575,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,0.6309297535714575,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,0.6309297535714575,0.8666666666666667,0.8666666666666667,0.680573554422848
bm25_baseline,sqa-220fbcfa80439038,What Python object does UploadFile expose that can be passed to libraries expecting a file-like object?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""5e37e922-7da9-51d3-b7e3-6c3cd58623c9"",""122cea44-99a6-5c21-8b59-8958588d48dd"",""5ffff84a-b6cd-54e6-bc0d-bb16f367324a"",""6b9e8ca1-895d-557b-9b02-1b2d77bd89f3"",""672d0175-8419-5772-8a57-6d1254534444"",""2bfa365a-ecf6-5a19-a949-6dc0231233aa"",""f3f918d9-bec7-5c61-91bb-6f04034f3905"",""365f3e7a-bbdf-5154-af90-79da8360bceb""]","[46.32024516164699,38.87300947302153,29.34199765760023,27.940479760837107,26.797320469629554,25.785528640990698,23.959133132623933,23.86236351738684,23.529186684830446,23.418814187983322]",94.2844880046323,1.0,0.6188888888888889,1.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,1.0,1.0,0.7555555555555555,0.7555555555555555,0.6372970618254026,1.0,1.0,1.0,0.8444444444444444,0.8444444444444444,0.6726578391537809,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.680573554422848
