run_name,question_id,question,expected_source,relevant_chunk_ids,retrieved_chunk_ids,retrieved_scores,latency_ms,reciprocal_rank,aggregate_mrr,recall_at_1,hit_at_1,ndcg_at_1,aggregate_recall_at_1,aggregate_hit_rate_at_1,aggregate_ndcg_at_1,recall_at_3,hit_at_3,ndcg_at_3,aggregate_recall_at_3,aggregate_hit_rate_at_3,aggregate_ndcg_at_3,recall_at_5,hit_at_5,ndcg_at_5,aggregate_recall_at_5,aggregate_hit_rate_at_5,aggregate_ndcg_at_5,recall_at_10,hit_at_10,ndcg_at_10,aggregate_recall_at_10,aggregate_hit_rate_at_10,aggregate_ndcg_at_10
final_hybrid,sqa-22853a3ab950cd44,What does FastAPI read from the request body when you declare a Python type?,fastapi/docs/tutorial/body.md,"[""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]","[""13ef7f2b-1f00-5309-bd90-b6e3e44bfab2"",""383f44b8-6656-5cac-83dd-8a080d8136ad"",""599b482a-07e9-5fe2-9dff-bd6b2266815f"",""1a17b728-c32b-597c-8aee-898d73912ecd"",""155b2949-7971-596e-9884-bf9670585371"",""a777bdaf-3ec5-54df-988e-0ae68239000b"",""c4cb1afc-6ac5-5604-afad-ec0787949717"",""fb7d5f13-d820-570f-b1f8-2623cd70b88f"",""5f40b17f-c30f-55a7-bee3-0e8cafd40476"",""e1fc917b-9df3-5c3f-9efe-3e64e59ea1f6""]","[0.030017921146953404,0.02976190476190476,0.029437229437229435,0.028782894736842105,0.02803921568627451,0.01639344262295082,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015625]",26011.542864958756,0.0,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,0.0,0.0,0.0,0.6266666666666666,0.66,0.5675970109508626,0.0,0.0,0.0,0.7266666666666667,0.76,0.6080352417078708,0.0,0.0,0.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-8111f18ad4679ac4,"Which nested field key is used in the HTTP, Python, TypeScript, Rust, and Java examples to specify the sightseeing condition?",qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""7fa20fa6-bb3b-5f2a-833b-662137689ec1"",""b41d49e0-d98f-5ba8-aff7-e2f05689bf3f"",""0125f6dd-23cf-5f1a-9e64-c85049837518"",""411f6fed-1a9c-5665-b00d-7394b430c0ca"",""6ba1e29f-9e70-57bc-8ada-65ef002bb98c"",""499dbeb0-8037-5f8f-ba32-c3ba8fbf5c94"",""121eaa37-5945-53c0-972d-acef39e2d821"",""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255"",""19c1767f-1ff3-522b-8183-2c5b2a5523b2"",""c2a5b047-04d6-5e57-9e0b-584f785701cd""]","[0.0304147465437788,0.02976190476190476,0.01639344262295082,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015625,0.015625,0.015384615384615385,0.015384615384615385]",274.68309696996585,0.125,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,0.0,0.0,0.0,0.6266666666666666,0.66,0.5675970109508626,0.0,0.0,0.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,0.31546487678572877,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-54a24f6e54a73e24,What HTTP endpoint is shown for scrolling points in a collection?,qdrant/qdrant_llms_full.txt,"[""ddc4a2f7-ceb0-5fb1-a906-f0521bc57255""]","[""fb14cabd-52d6-5ae8-8716-c706c5ca2353"",""0fa6be00-57b0-55f3-819c-d938923e712d"",""b74aea2b-2c48-5227-9472-d3b645d83e7e"",""8c9b1887-ef96-5c34-b8bd-7e6d0b12e98c"",""c75ad278-dcc7-5344-adab-561ad7332a2e"",""ddcdadfd-ad0e-5cbe-b42b-f58de32d8aac"",""f311edcf-015a-5178-b7ab-db7145c2ff50"",""5555f152-9a93-5f65-8d49-d74c1ba2fb08"",""c72bc2ac-0745-5119-96df-a5802d9fc7f2"",""5fb533a6-31f8-5176-8165-cedd1b31ec87""]","[0.03252247488101534,0.02904040404040404,0.027809742999616416,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015873015873015872,0.015625,0.015625,0.015384615384615385]",149.33374500833452,0.0,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,0.0,0.0,0.0,0.6266666666666666,0.66,0.5675970109508626,0.0,0.0,0.0,0.7266666666666667,0.76,0.6080352417078708,0.0,0.0,0.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-2312659ece1beeb0,Name two advantages of using UploadFile over bytes.,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""3116313a-8dec-515e-aa1d-a35bd1565231"",""122cea44-99a6-5c21-8b59-8958588d48dd"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""185355c1-193b-5f69-aa76-5b40b18708ed"",""c331df7d-496a-579f-8ab3-3341624a50b5"",""cca8ddb1-43ef-55c7-baac-f22c6c0a9bc8"",""5e87f58c-b8ab-5217-9f53-b3bedea8d639"",""7b419b4f-645d-5b87-a578-09054289e054"",""13e25c0c-9107-5427-893b-f7cf382486d1""]","[0.03278688524590164,0.03128054740957967,0.03076923076923077,0.03021353930031804,0.029709507042253523,0.029631255487269532,0.02821939586645469,0.027313266443701224,0.027031963470319637,0.015873015873015872]",130.04319998435676,1.0,0.5952142857142857,1.0,1.0,1.0,0.4666666666666666,0.48,0.48,1.0,1.0,1.0,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,1.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,1.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-8f550fc0f0c97fdf,What happens to a file once its in-memory size limit is exceeded when using UploadFile?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""64a5efd5-f239-52f7-8f45-3499bb80353b"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""3116313a-8dec-515e-aa1d-a35bd1565231"",""185355c1-193b-5f69-aa76-5b40b18708ed"",""d2f8f689-09c3-5851-8ab9-942b4a8fb4fc"",""614533a6-0f83-5906-8314-6b4f6b0fb05e"",""694f4dbe-82fb-5c5b-879a-f0a021962ee2"",""6e7281c9-df57-58c6-9348-4975c8166b64"",""51942adb-7c2c-5053-a107-86b6fc80b278""]","[0.03278688524590164,0.03125763125763126,0.030834914611005692,0.028006267136701922,0.027912386121341344,0.02690501986276634,0.02684684684684685,0.016129032258064516,0.015873015873015872,0.015625]",263.98249703925103,1.0,0.5952142857142857,1.0,1.0,1.0,0.4666666666666666,0.48,0.48,1.0,1.0,1.0,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,1.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,1.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-220fbcfa80439038,What Python object does UploadFile expose that can be passed to libraries expecting a file-like object?,fastapi/docs/tutorial/request-files.md,"[""13b7773d-2090-5219-8877-ba7558da57ac""]","[""13b7773d-2090-5219-8877-ba7558da57ac"",""6bdeef3c-0776-5f50-bfef-c3d1c305c610"",""122cea44-99a6-5c21-8b59-8958588d48dd"",""b1985c60-7321-5f01-8ae0-560bb8b9b88d"",""3116313a-8dec-515e-aa1d-a35bd1565231"",""f7b110c9-1027-52d4-b3bd-ed20f8b76190"",""614533a6-0f83-5906-8314-6b4f6b0fb05e"",""5e37e922-7da9-51d3-b7e3-6c3cd58623c9"",""35f02885-8e6d-52ac-ae02-b80360ca5c1c"",""5ffff84a-b6cd-54e6-bc0d-bb16f367324a""]","[0.03252247488101534,0.03252247488101534,0.030330882352941176,0.029513888888888888,0.028438886647841874,0.028373015873015873,0.026144907723855092,0.015873015873015872,0.015384615384615385,0.015384615384615385]",174.99791196314618,1.0,0.5952142857142857,1.0,1.0,1.0,0.4666666666666666,0.48,0.48,1.0,1.0,1.0,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,1.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,1.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-7f4b9c901bcac8d2,What file format does MLflow use for saving models from a variety of tools?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""bfd25439-477b-51c7-a2a0-cc786bf90af2"",""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""340a7a12-017b-5c84-9e42-26cdfb3c730b"",""05701a59-154f-5880-8ad6-03c5b868a610"",""c582f4da-9e4e-5225-8bba-2093d7a92012"",""2d168fe0-00e0-56ef-af29-5bb39e14758d"",""6cd7d628-b9df-5ae4-9a13-4750b6722af7"",""139b3133-b022-5a7c-b0fd-30422e93ad55"",""1c11fb41-d8e9-54c4-a6a8-7ee81559ae91"",""8793a7a9-7a3c-5156-96bc-0865d968fe11""]","[0.03252247488101534,0.03036576949620428,0.030017921146953404,0.01639344262295082,0.015873015873015872,0.015625,0.015625,0.015384615384615385,0.015384615384615385,0.015151515151515152]",208.01283000037074,0.5,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,1.0,1.0,0.6309297535714575,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,0.6309297535714575,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,0.6309297535714575,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-806e7d79beff73b8,Which MLflow flavor can log scikit-learn models as artifacts for serving?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""b99ec21b-03fa-5b59-b38f-a660312b281b"",""d9abccc5-476d-55da-8563-74e8bd06d59a"",""a8ee798c-3ccd-5c0d-8e75-cdae502be53a"",""340a7a12-017b-5c84-9e42-26cdfb3c730b"",""8793a7a9-7a3c-5156-96bc-0865d968fe11"",""3cb6bae9-18d9-59e4-b690-032dc5c0ca09"",""8166cf8d-fb26-5b10-adf7-87a2e0e7425b"",""83615bb6-8e08-5605-b82b-658468970ccd"",""0059cb42-7790-5a9a-a5e5-bc3f0d2acbf6""]","[0.03177805800756621,0.03131881575727918,0.029386529386529386,0.027809742999616416,0.027526395173453996,0.02690501986276634,0.016129032258064516,0.016129032258064516,0.015873015873015872,0.015625]",166.18212801404297,1.0,0.5952142857142857,1.0,1.0,1.0,0.4666666666666666,0.48,0.48,1.0,1.0,1.0,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,1.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,1.0,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-43e609692540e39f,What is the exact MLflow command to serve a model located at runs:/<RUN_ID>/model?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""9897a50e-a1a2-541d-9908-de62157f571c"",""40c5b877-599f-5c4b-a9ca-4f3833b90f01"",""0f0d66a8-6ab2-5faf-bb23-49df7bf881c3"",""218b080d-67c5-5a10-b251-e9367028cdc9"",""f1ed4936-e9ee-5997-8b19-7bf8b8311aca"",""758e32db-c55b-5f14-bef6-a205b10c9b64"",""86dd7014-0b0c-5740-8c8b-079fb82b0227"",""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""f3a1d80a-53ab-587c-a11f-528171608a27"",""3e359e76-43f1-5f9d-bf88-29f5d9079fba""]","[0.030017921146953404,0.029138513513513514,0.02532051282051282,0.01639344262295082,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015873015873015872,0.015625,0.015384615384615385]",228.57297002337873,0.125,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,0.0,0.0,0.0,0.6266666666666666,0.66,0.5675970109508626,0.0,0.0,0.0,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,0.31546487678572877,0.8266666666666667,0.86,0.6419433461367484
final_hybrid,sqa-fe6afefa50c92384,What does an MLmodel file declare about each model to enable serving it as a Python function?,mlflow/docs/docs/quickstart_drilldown/index.mdx,"[""c62d01b9-14fc-5f93-aa8e-540cd36c9b37""]","[""ce08fa6e-2a0d-5941-a768-721f1d318900"",""9b8cce66-ff93-53cf-8de8-1d18f9c90e7f"",""340a7a12-017b-5c84-9e42-26cdfb3c730b"",""dbd6a94a-1673-50d6-b963-65d8402f7928"",""c62d01b9-14fc-5f93-aa8e-540cd36c9b37"",""05701a59-154f-5880-8ad6-03c5b868a610"",""8ff9af87-39b6-53d6-88e1-f4662041fb92"",""2bfa365a-ecf6-5a19-a949-6dc0231233aa"",""ecf09611-c5f3-557e-8e79-fea8f479b1f6"",""78e179b9-0e01-59fb-9c1c-d3427375a526""]","[0.03252247488101534,0.029631255487269532,0.029206349206349208,0.026709401709401708,0.01639344262295082,0.016129032258064516,0.015873015873015872,0.015625,0.015625,0.015384615384615385]",237.70352598512545,0.2,0.5952142857142857,0.0,0.0,0.0,0.4666666666666666,0.48,0.48,0.0,0.0,0.0,0.6266666666666666,0.66,0.5675970109508626,1.0,1.0,0.38685280723454163,0.7266666666666667,0.76,0.6080352417078708,1.0,1.0,0.38685280723454163,0.8266666666666667,0.86,0.6419433461367484
